sim#;thickness;TransportTimeAfterHeating;EnforcedTemperatureOfEntireSheet;QuenchingTimeInTool;QuenchingForce;spacing;DefaultToolTemperature;HARDNESS P1;HARDNESS P2;HARDNESS P3;THICKNESS P1;THICKNESS P2;THICKNESS P3;RUECKFEDERUNG P4;RUECKFEDERUNG P5;;;| AutoForm-SIGMA: Scatter Data Dump (MIME: text/csv)
290;1.542940004;11.28218491;906.1994971;3.537084742;564670.0497;1.81250174;163.4906212;460.6666565;445.3333435;461.3333435;1.3828125;1.513346314;1.517578125;-0.33450707;-0.269110149;;;
291;1.513090664;19.44858467;919.5502983;2.34482228;1343895.889;1.721855348;264.7986023;409.3333435;407.6666565;408;1.359700561;1.486979127;1.489257813;-0.083543004;-0.061345898;;;
292;1.457570902;24.08306992;920.0544747;8.518243857;1934904.511;0.302748398;108.9579173;398;371.6666565;375;1.316731811;1.431315064;1.436848998;0.033263419;0.073132908;;;
293;1.542722555;21.79167374;945.3935488;9.100210426;1280805.527;1.645109085;138.1953475;425.6666565;430;436.3333435;1.389322877;1.515299439;1.517578125;-0.070686114;-0.00982113;;;
294;1.535225997;18.0009615;906.4675875;5.930683332;1692710.774;0.326685684;221.4511114;408;403.6666565;411;1.381510377;1.501302123;1.511393189;-0.195031394;-0.17344793;;;
295;1.493729803;15.55145358;944.243511;6.169470245;510714.5559;1.371100757;208.2553682;457.3333435;462;470;1.342122436;1.46875;1.471679688;-0.251929631;-0.266355998;;;
296;1.478248488;19.571785;924.9644148;9.463260042;1840673.428;1.575466832;169.1111066;421;415.6666565;422;1.334960938;1.453776002;1.457356811;-0.114492204;-0.056152294;;;
297;1.522111001;22.54180763;945.4405416;8.468223991;1108007.007;1.071687072;102.4138413;415;423.6666565;430;1.372395873;1.497721314;1.499348998;-0.022943238;0.043462487;;;
298;1.513793746;24.29415435;915.5218383;6.125612752;831440.9541;0.930299578;246.7840149;378;361.3333435;361;1.363932252;1.485351563;1.490559936;-0.157496898;-0.145440552;;;
299;1.543689384;11.27879385;943.3142925;7.536523526;1966901.983;1.176151284;90.30959886;486.3333435;485.6666565;486;1.381184936;1.5078125;1.519205689;-0.117257933;-0.060376031;;;
300;1.487812929;13.92664598;913.2833272;7.17656861;669926.6941;0.290399134;207.1131078;435;440.6666565;450;1.336914063;1.458984375;1.465494752;-0.12459733;-0.118601326;;;
301;1.49257559;16.25662416;900.2505542;8.685061496;1704637.506;1.61310189;219.9121184;413;407.6666565;416;1.345703125;1.466145873;1.470703125;-0.16440747;-0.141810475;;;
302;1.520604344;17.86851832;911.8900954;5.361253554;673475.633;1.098894497;142.3837595;401;414;421;1.366210938;1.494466186;1.498372436;-0.086347338;-0.097074861;;;
303;1.502612552;21.17513734;935.0786937;4.384819874;1513702.063;1.378701712;295.5963698;413;409.3333435;409.3333435;1.3515625;1.475260377;1.479166627;-0.331629766;-0.227575465;;;
304;1.507595764;10.60174927;920.7476478;2.593271222;951395.6188;0.725087295;268.2624366;446;422.6666565;458;1.351236939;1.477864623;1.483723998;0.238071726;0.489749518;;;
305;1.546598448;21.43233137;940.9655328;6.135708169;1096630.995;0.768879459;147.1648568;417;425;433;1.391276002;1.520833373;1.523111939;-0.062254434;-0.04363537;;;
306;1.451065973;14.21423858;938.9675102;3.324126833;537120.9399;1.16070781;134.760042;465.6666565;465;474;1.303385377;1.426106811;1.429361939;-0.280503676;-0.241904693;;;
307;1.465443305;22.76259817;929.3932313;9.327002652;1368013.44;0.561279458;141.4585032;400.3333435;393.3333435;400;1.32421875;1.442057252;1.444335938;0.023354044;0.037179802;;;
308;1.480439516;10.42475047;921.2861091;2.552605171;514221.6757;1.317879637;97.0351976;479.6666565;458.6666565;476.3333435;1.328776002;1.452473998;1.455729127;-0.32878913;-0.218172138;;;
309;1.508170996;17.15773298;934.0552269;2.870537157;1326478.12;1.620326898;173.5036627;436;446;456;1.356770873;1.483072877;1.485351563;-0.356195922;-0.326278096;;;
310;1.527517875;13.56181794;905.5107345;4.842251397;1002500.474;1.516183535;257.8130947;428;426.6666565;444;1.367838502;1.497395873;1.502604127;-0.389687978;-0.330746954;;;
311;1.503360329;17.07043017;946.1978618;9.815866043;1306623.629;0.43352091;259.7675811;443.3333435;454;462;1.349934936;1.472330689;1.479492188;-0.235356701;-0.247981878;;;
312;1.455118139;11.65236301;913.751284;8.620398904;1770522.344;1.475711111;198.4181478;462;461;467.3333435;1.307942748;1.426757813;1.433919311;-0.2010139;-0.184785565;;;
313;1.479197074;19.55393798;932.8485707;9.518770113;1972920.55;0.936428238;186.0299778;405.3333435;426.3333435;432;1.334960938;1.453776002;1.458333373;-0.078458983;-0.043490853;;;
314;1.510793425;19.52853532;949.0913655;5.120028655;778558.4271;0.804001092;169.4796722;428.3333435;446.6666565;454;1.358072877;1.486002564;1.48828125;-0.184642514;-0.166209325;;;
315;1.504597877;18.32251998;913.537202;3.456750769;1720285.156;0.251507922;290.4089941;407;404;408;1.356445313;1.472981811;1.481119752;-0.368311019;-0.408881868;;;
316;1.547283937;14.42332135;938.9515277;5.250551723;1070130.53;1.759402355;253.9073397;462.6666565;456.6666565;472;1.382486939;1.515299439;1.522135377;-0.425415959;-0.290423713;;;
317;1.545736527;11.6312694;938.3740043;3.800291807;737897.5346;0.451342145;141.8179526;485;473.3333435;481.3333435;1.380208373;1.508789063;1.520833373;-0.278554659;-0.277214714;;;
318;1.489010871;10.21038295;929.930437;8.318686185;841312.3598;1.712925075;103.1538417;481.3333435;476;482;1.332356811;1.458658814;1.466471314;-0.049345916;-0.022553096;;;
319;1.465002733;15.59522096;910.1423967;3.153624289;1671603.387;0.817743439;114.6681874;418.6666565;433.6666565;440;1.319986939;1.438151002;1.444661498;-0.239048329;-0.181177535;;;
320;1.538493277;20.23317916;923.7936299;3.999060465;998696.3958;0.907849866;92.84717561;418.6666565;413;421;1.384114623;1.513346314;1.515299439;-0.089634845;-0.08964186;;;
321;1.502150116;20.7888738;922.0712933;7.111599682;1216570.611;1.292469347;173.7233715;407;400;408;1.350585938;1.475260377;1.478515625;-0.073606708;-0.064804935;;;
322;1.544296665;15.83691476;904.1608078;4.655992082;867534.9398;0.762127834;191.6311395;404.3333435;419;430;1.38671875;1.516276002;1.519856811;-0.278839156;-0.287347833;;;
323;1.539594011;15.66100562;905.0175097;3.18021534;1936386.654;1.471881473;211.7514686;410.3333435;424;433;1.382486939;1.509440064;1.514648438;-0.35223539;-0.247841166;;;
324;1.482999191;15.20529129;941.8354873;6.871732337;1179955.296;1.527041493;259.5882467;455.6666565;458.3333435;467;1.336263061;1.457682252;1.461914063;-0.387918999;-0.350920506;;;
325;1.546144139;19.60533016;945.2946133;4.054324068;1211578.506;1.874966117;157.1096607;429.3333435;447.3333435;453;1.389648438;1.520182252;1.523111939;-0.21953654;-0.205805941;;;
326;1.463704297;24.87993962;914.2979532;9.727631031;1230572.601;1.730467492;184.9051052;392;384.8333435;358.3333435;1.321614623;1.438802123;1.443359375;-0.007525336;0.075252942;;;
327;1.505738288;16.75769668;935.603801;3.417279259;948060.1921;0.351659763;264.5120589;430;438.3333435;451.3333435;1.356119752;1.475260377;1.482096314;-0.424827805;-0.409997838;;;
328;1.487503475;17.02056624;936.5516804;5.56191395;548389.2454;0.608807503;263.3635161;422.3333435;436;446.3333435;1.335286498;1.459635377;1.464518189;-0.419834531;-0.444991214;;;
329;1.462492552;23.57115911;900.4659311;4.920736209;1479468.401;1.519522563;282.3493876;340.3333435;328.3333435;335;1.319661498;1.437174439;1.441731811;-0.19294942;-0.119234338;;;
330;1.512287886;22.06511603;940.2429062;7.889637015;1435870.204;1.480529465;84.62098622;411.3333435;421;426;1.362304688;1.488606811;1.490885377;-0.031292389;0.065798282;;;
331;1.548796839;16.77914463;948.1954205;2.048060916;642913.0403;1.836273693;226.9250927;427;438.3333435;456;1.383789063;1.51953125;1.523111939;0.087547231;0.180874934;;;
332;1.514524947;24.62466444;923.5857523;6.271922992;1517009.354;1.194827374;242.8030818;384;388.3333435;373;1.365234375;1.486979127;1.492838502;-0.127232796;-0.11546943;;;
333;1.46593013;11.89565544;922.7017726;4.367838727;1371216.732;0.602713653;252.5858089;462.6666565;450;469;1.318684936;1.4375;1.444661498;-0.393619444;-0.355457681;;;
334;1.526003781;23.91685852;912.3491948;4.447951817;1923047.526;1.898024021;88.94356018;369.6666565;364.3333435;369;1.372070313;1.499348998;1.502604127;0.100343591;0.146037084;;;
335;1.53474307;11.86995254;943.2203203;2.456798487;812063.3171;0.529781721;118.2470557;485.6666565;465.6666565;485;1.371744752;1.499348998;1.510416627;-0.294861847;-0.295611763;;;
336;1.459543398;23.54145814;915.8987996;9.265971167;1564309.706;0.436697824;268.89382;390.6666565;368;364.3333435;1.3203125;1.43359375;1.438802123;-0.1195054;-0.090107031;;;
337;1.493879874;17.2566171;940.3666927;5.811224034;1541003.526;1.793102231;163.1643355;443;455.6666565;461;1.345703125;1.468424439;1.471028686;-0.197323086;-0.145915796;;;
338;1.520503031;12.626928;927.9597829;7.087652752;1056500.309;1.904897883;239.9551466;465.6666565;454;472;1.360351563;1.489583373;1.495768189;-0.323635183;-0.30158646;;;
339;1.517300069;20.47147281;943.025849;2.064093009;914311.9628;1.055583481;256.5242186;406.6666565;426.3333435;428.3333435;1.36328125;1.491536498;1.492513061;0.069378503;0.063906526;;;
340;1.482498775;14.70990016;948.9351126;4.752079891;1116224.369;0.827017696;145.5390625;476;477.3333435;482;1.335611939;1.456054688;1.460611939;-0.207638679;-0.168489843;;;
341;1.526386543;10.22695654;944.8506262;8.589046696;1043860.725;0.530996447;296.0698433;464;440.6666565;464.3333435;1.365885377;1.489908814;1.500976563;-0.51792248;-0.477283254;;;
342;1.478592722;10.78163488;930.6382443;7.896675045;1338907.643;1.285940427;223.6540491;478;466;478;1.326497436;1.450520873;1.456705689;-0.288641198;-0.256815448;;;
343;1.545169659;17.08164889;949.7034122;3.052451614;1444977.403;0.697937015;131.9816755;462.3333435;469;474;1.38671875;1.516276002;1.522135377;-0.269586143;-0.271228524;;;
344;1.51168601;10.45084976;911.1508684;6.495421645;1118265.185;1.332467806;237.5115753;462.3333435;444.6666565;460;1.350585938;1.480143189;1.486979127;-0.343246943;-0.309096194;;;
345;1.549525626;22.77463327;929.148385;9.952749934;606806.4767;1.402454531;234.6828257;398;387;396.3333435;1.391276002;1.521484375;1.524414063;-0.08131918;-0.065390582;;;
346;1.498495462;13.38391565;946.7392064;9.067627714;739796.5802;0.744100554;129.1967907;481;480;484;1.342773438;1.468098998;1.475260377;0.061573844;0.052493191;;;
347;1.480799;13.99058238;936.8924298;7.512516821;1423947.878;1.011263104;181.8386235;468.6666565;470.3333435;475;1.333333373;1.454101563;1.458984375;-0.185147852;-0.163338143;;;
348;1.465057829;23.24718768;945.8580697;8.653031156;1572726.478;1.552777123;206.3441629;431.6666565;410.3333435;417;1.323242188;1.441731811;1.444010377;-0.095998239;-0.056919093;;;
349;1.502281657;14.35897332;929.4463484;5.527135909;1529571.051;1.832328959;107.1552798;462.6666565;466;470;1.352213502;1.475585938;1.479492188;-0.076394506;-0.030467312;;;
350;1.4879056;15.62586462;942.6324308;3.987355627;1758069.172;1.064010402;127.4566045;463.6666565;470.3333435;473;1.334960938;1.460286498;1.465820313;-0.206159657;-0.172085553;;;
351;1.455008306;15.52131019;922.0155068;6.287394964;1951055.767;0.865068763;219.0959029;430.3333435;442.6666565;449;1.311523438;1.429361939;1.435546875;-0.286198969;-0.230235805;;;
352;1.468415866;18.81965284;915.7499205;5.846769768;588603.065;1.775241595;267.9229537;402;394.6666565;401.3333435;1.322916627;1.4453125;1.447265625;-0.319509451;-0.302857487;;;
353;1.515588641;10.96703732;931.5513129;9.411444822;844115.5945;0.347630352;101.4276393;486;476.6666565;482.3333435;1.354492188;1.479166627;1.491536498;0.067895734;0.056102662;;;
354;1.531091173;13.10497198;918.6868463;7.76848508;1466650.142;1.971430126;82.22744954;464;464.6666565;469.3333435;1.373697877;1.500651002;1.507486939;-0.089935441;-0.044197362;;;
355;1.505941287;12.3730801;900.4009064;3.232458432;507508.597;1.996194182;232.2443956;429;413.3333435;444.6666565;1.353841186;1.478190064;1.482096314;-0.325196138;-0.145387225;;;
356;1.457002183;17.85011073;935.4501592;8.438470573;1163941.504;1.716315578;215.3000796;423.3333435;438;447;1.312174439;1.433268189;1.436197877;-0.171945237;-0.170374642;;;
357;1.52321756;11.71084745;929.0893142;8.887325236;1964584.842;1.150765402;212.1873855;477.3333435;467.3333435;478;1.361002564;1.489257813;1.498372436;-0.233379451;-0.21381051;;;
358;1.475746973;20.68199149;901.6273032;2.200015306;1878336.059;0.263782231;136.5525544;372.3333435;368.6666565;374;1.330078125;1.44921875;1.455078125;-0.233416899;-0.232555796;;;
359;1.454612518;16.66954142;925.0707223;8.081378589;1086568.37;0.738407956;266.6217851;414.6666565;427;438;1.311197877;1.428710938;1.432942748;-0.328410239;-0.318557604;;;
360;1.536336761;16.06107065;909.6482493;4.135153835;782502.0753;1.268295266;180.1233468;411;425;435;1.37890625;1.509440064;1.512044311;-0.286873674;-0.286991141;;;
361;1.456898998;14.76520774;942.4379226;4.833589186;1989335.534;0.69063322;134.998889;468.6666565;473.3333435;476;1.312825561;1.430989623;1.436197877;-0.179714564;-0.133145182;;;
362;1.520956668;14.38717362;929.3422355;9.15081236;1826063.436;1.215938432;96.00599903;463.6666565;467.3333435;471;1.364908814;1.491536498;1.497070313;-0.064122119;-0.013308204;;;
363;1.471376859;11.91281099;902.602869;2.18166312;1303082.652;0.235376128;175.1859696;447.6666565;438.3333435;457;1.325195313;1.443684936;1.448893189;-0.391025817;-0.417140007;;;
364;1.545227993;10.31593147;922.4501072;3.192066679;1273561.846;1.488799342;102.5418664;478;472.6666565;479;1.384114623;1.510742188;1.519205689;-0.248123173;-0.218611533;;;
365;1.528228438;16.18008551;922.9227867;9.911767408;994995.7174;0.655432031;151.555263;433.6666565;443.3333435;452;1.372070313;1.500651002;1.505208373;-0.027474929;-0.031538869;;;
366;1.482297698;20.27525529;929.9437214;8.611787112;1497497.481;1.397771782;260.0434202;417;410.6666565;417;1.335286498;1.455729127;1.460286498;-0.242317976;-0.240790816;;;
367;1.543098375;19.77965319;901.7509605;4.242670425;1335845.035;1.723990899;134.2951742;384.3333435;379.3333435;387.3333435;1.388671875;1.516927123;1.520182252;-0.079348655;-0.067744284;;;
368;1.47273219;23.16559296;932.199735;5.791838356;1145135.69;1.796044445;96.71126211;402.6666565;394;402;1.331054688;1.447916627;1.451497436;0.006698528;0.054906893;;;
369;1.49732584;22.12573468;909.550756;5.166803128;1821783.497;0.261784548;81.05987443;378.6666565;374.6666565;379;1.351888061;1.467447877;1.475260377;0.095177073;0.151148043;;;
370;1.546462444;14.12397791;911.9973857;3.530591651;1715109.896;1.441403529;242.4225165;436.3333435;439.3333435;450.3333435;1.388020873;1.514648438;1.521158814;-0.336737432;-0.234605316;;;
371;1.504665918;22.62771291;921.0425577;3.854373684;1916950.512;1.126306259;164.556251;391;385.3333435;390;1.357096314;1.479166627;1.483072877;-0.123151469;-0.093398211;;;
372;1.542500831;11.56464706;906.2306479;3.635240031;897525.4017;1.893404454;243.6340569;451.6666565;424;454;1.376953125;1.511067748;1.516927123;-0.323432966;-0.146828293;;;
373;1.457750156;22.3615784;904.7746715;4.479534518;1015654.972;0.683163361;233.1389433;359;349.6666565;358;1.316731811;1.434570313;1.4375;-0.182164577;-0.148735573;;;
374;1.486005661;15.46120134;938.6544492;5.922391116;1776955.5;0.24476163;163.8216445;459.6666565;466.3333435;470;1.337890625;1.456705689;1.464192748;-0.090993772;-0.058742377;;;
375;1.503174749;14.37579865;919.378056;4.912290583;628165.5875;1.89685578;129.9065846;446;451;458.3333435;1.354492188;1.48046875;1.479817748;-0.097900638;-0.092816329;;;
376;1.533953384;15.81535327;911.2185628;4.255756789;1495992.509;0.991609461;292.724719;401.6666565;417.3333435;427.3333435;1.375325561;1.501953125;1.509440064;-0.251588454;-0.196692875;;;
377;1.484635542;19.07259019;922.4818228;9.823791155;534587.8535;1.301576817;126.1675787;421;414.6666565;423;1.338541627;1.459635377;1.461588502;0.011165695;0.066576641;;;
378;1.450400064;15.38358916;902.0110275;4.62719985;1504464.435;1.61817377;137.7112;408;422;429;1.313151002;1.429036498;1.430013061;-0.147070386;-0.115891343;;;
379;1.53350643;20.44240518;907.9075829;7.99244313;1705659.407;1.424247749;261.0227074;385;378.3333435;384;1.377278686;1.504231811;1.509765625;-0.196176999;-0.187830473;;;
380;1.472266907;22.90686163;948.2476638;4.952296202;1259610.104;1.166447608;278.4496241;433.6666565;410.3333435;415.3333435;1.327148438;1.447591186;1.450520873;-0.351975924;-0.28125565;;;
381;1.461740628;21.04483037;935.1529578;5.029278211;1110657.965;0.440701618;239.6385532;418;408.6666565;418;1.320638061;1.4375;1.441080689;-0.293106455;-0.265171786;;;
382;1.458505388;22.86373068;914.347124;4.671685622;1166539.56;1.149974323;105.1646995;379.3333435;373.3333435;377.3333435;1.318359375;1.43359375;1.4375;0.01481255;0.040019334;;;
383;1.521600803;12.89506494;939.3060058;4.561249408;1331567.277;1.136559595;114.8996662;481.6666565;480.3333435;484;1.364583373;1.490559936;1.498697877;-0.204947818;-0.152574577;;;
384;1.461215821;12.3046749;904.9360243;3.216940745;823517.5402;0.499787096;204.0325528;444.6666565;436;454;1.31640625;1.436197877;1.439778686;-0.376280012;-0.36276834;;;
385;1.521211059;14.16900806;908.2683695;5.664917885;1903037.464;0.596936753;275.1150062;423.3333435;432;441;1.368815064;1.489257813;1.497070313;-0.494183627;-0.440955869;;;
386;1.463189829;13.33782941;944.3340978;3.395738442;1993987.126;1.205720219;158.1071437;479.3333435;480;483;1.314127564;1.432942748;1.440755248;-0.353084994;-0.235328992;;;
387;1.513228362;11.2158303;939.2052341;5.545525488;919778.2031;0.214550586;108.5870939;487;480;485;1.356119752;1.470052123;1.489257813;0.0353921;0.047888075;;;
388;1.452296322;14.45739132;907.2960923;7.019385962;1926979.151;0.444053258;185.7045039;425.6666565;436.6666565;443;1.310546875;1.425130248;1.431966186;-0.144067692;-0.104151101;;;
389;1.455733636;12.03304984;913.3670439;3.30644662;713269.3438;0.666109983;120.0799773;459.6666565;456.3333435;466;1.30859375;1.428385377;1.433919311;-0.2524569;-0.258072233;;;
390;1.514618469;10.30076067;908.6984833;3.758119328;1173250.251;1.314636107;97.86751628;476.6666565;467;472;1.358398438;1.481119752;1.489583373;-0.176024789;-0.120682073;;;
391;1.519779174;11.7680169;933.0225898;2.024686042;810429.5502;0.184104099;296.3616755;409.3333435;424.6666565;429;1.361653686;1.485677123;1.495442748;0.364051567;0.373502625;;;
392;1.479299418;10.51105293;917.551573;3.766998723;503008.8309;1.613718304;140.9277037;474.3333435;455.3333435;471;1.327148438;1.450846314;1.456380248;-0.260892446;-0.240609911;;;
393;1.483386606;13.24228396;918.4926446;8.755704657;1694322.145;0.992225895;98.88240609;459.6666565;461;466;1.3359375;1.451822877;1.461588502;-0.068742118;-0.015463767;;;
394;1.520642579;20.34441501;909.3969086;8.801404906;1592227.735;1.923841815;254.5553448;389;382;388;1.3671875;1.493164063;1.497721314;-0.163034382;-0.156548627;;;
395;1.515299594;13.25007051;925.7122804;4.31983718;1460046.376;0.542401835;103.8703194;468;468.6666565;473;1.360677123;1.480794311;1.491536498;-0.177053612;-0.119367862;;;
396;1.491706386;13.651691;926.8964415;7.007827799;1314120.406;1.212788467;91.72846603;465;466.3333435;471.3333435;1.33984375;1.462890625;1.469726563;-0.074065047;-0.021779104;;;
397;1.538109883;23.75242436;920.2235631;7.34400216;1876362.347;1.075946642;161.5025273;382.3333435;376.6666565;381;1.385416627;1.511393189;1.515299439;-0.053347429;0.021532648;;;
398;1.46754003;17.30211381;919.4925869;6.463064434;1587135.392;0.164381362;165.0397778;410.6666565;429.3333435;435.3333435;1.323242188;1.441080689;1.446940064;-0.03744495;9.06E-05;;;
399;1.493249949;13.0060391;922.0611303;8.709069111;1409492.439;0.554930784;96.53531573;465;466.3333435;471;1.344075561;1.460286498;1.470703125;-0.028158523;0.012474265;;;
400;1.521478006;16.23077793;915.1635311;8.004001839;577877.3312;1.453013632;171.3497204;415.6666565;429.6666565;439.3333435;1.36328125;1.494466186;1.496419311;-0.087588152;-0.090310143;;;
401;1.512694147;10.60826378;931.901827;4.802787195;671321.2595;0.626774167;212.5122893;475.6666565;459.6666565;472.3333435;1.352864623;1.481119752;1.488932252;-0.358542796;-0.329185726;;;
402;1.541152104;22.25051964;931.8024088;6.413943222;632281.0401;1.142583965;216.2694929;407.3333435;396.3333435;405.3333435;1.3828125;1.513020873;1.515950561;-0.147490685;-0.133717391;;;
403;1.541209952;18.13084625;942.2713848;3.862899835;1932297.14;0.848896325;185.0785231;437.6666565;454;459.3333435;1.380533814;1.510742188;1.517903686;-0.320358783;-0.298387535;;;
404;1.522214672;16.37982247;932.6289837;2.992743675;910780.8785;0.772062439;117.5270018;445.3333435;452.3333435;461;1.369791627;1.496744752;1.499348998;-0.256316022;-0.26966696;;;
405;1.519644488;20.62054694;927.0454697;9.201698357;1672418.083;1.707521919;182.7066028;417;410.6666565;418;1.367513061;1.494140625;1.497721314;-0.095091619;-0.068112718;;;
406;1.519892591;23.14879576;928.6569226;7.736496835;689608.4755;0.831542191;118.8324678;397;391;398;1.368815064;1.494791627;1.497070313;0.119420723;0.140658282;;;
407;1.496552764;23.01483402;949.8091265;7.91288165;1485464.624;1.196341551;252.5244827;437.6666565;415.6666565;423.3333435;1.347981811;1.469401002;1.473958373;-0.209023131;-0.177693794;;;
408;1.468846332;13.53834462;918.7708233;4.680033264;1350684.694;1.411130119;274.8806883;439.3333435;432.6666565;452;1.324544311;1.443033814;1.447916627;-0.420023649;-0.263277942;;;
409;1.487588451;18.57402462;929.2943405;3.321335642;1993303.561;1.253269964;290.6837228;399;420.6666565;426;1.339518189;1.460611939;1.466145873;-0.209961997;-0.130517679;;;
410;1.52786398;24.26708579;946.5741664;5.222171782;922015.3551;0.341161723;224.096535;438.3333435;439.6666565;446.3333435;1.376627564;1.5;1.50390625;-0.181826235;-0.166640898;;;
411;1.548697867;17.91834643;921.6274943;3.442359397;1471098.573;1.650552698;175.5955659;411.3333435;429;437;1.390625;1.51953125;1.524414063;-0.309770105;-0.271885227;;;
412;1.462639933;18.02817828;920.5939334;9.711418535;1158707.205;0.411107009;196.318673;402;419.3333435;428;1.319661498;1.438151002;1.441731811;-0.054065447;-0.039548658;;;
413;1.456702388;17.20556319;933.049976;9.83970195;540610.7516;0.780497897;129.2263214;428.6666565;443;450.3333435;1.314127564;1.432942748;1.436197877;0.05562786;0.08773957;;;
414;1.503056723;24.70143785;922.8822801;8.260962774;1854727.41;1.540423021;238.2067547;401.3333435;383.3333435;371;1.353841186;1.476888061;1.481445313;-0.060055346;-0.019095884;;;
415;1.460520695;10.13538922;905.1735349;4.856532256;982655.8958;0.856850411;270.6038787;444.6666565;421;450;1.314778686;1.431315064;1.438151002;-0.361604797;-0.294641323;;;
416;1.476946727;17.17122204;945.9473714;7.435387804;1030135.168;0.642451143;199.7246224;447.6666565;456;465;1.329101563;1.452148438;1.455729127;-0.167882209;-0.161319854;;;
417;1.4971432;13.97745859;921.8526942;2.648098161;1492993.233;1.70845136;220.8983576;448.3333435;444.6666565;461;1.349934936;1.470052123;1.473632813;-0.229620747;-0.153202725;;;
418;1.453595668;16.16682375;900.1726916;4.509243544;1052056.819;1.127818121;240.7635865;410;399.6666565;412.3333435;1.308268189;1.429036498;1.432291627;-0.348158677;-0.304628626;;;
419;1.52843417;16.75087944;924.3745449;9.746037743;1880924.831;0.902240871;278.8417316;415;432;440;1.37109375;1.497070313;1.504557252;-0.372145638;-0.349281693;;;
420;1.508514464;24.23369401;942.220235;6.107224821;1249685.1;1.344592004;235.3343937;409.6666565;405.3333435;420.6666565;1.361002564;1.484049439;1.486979127;-0.17605783;-0.154642302;;;
421;1.549446969;21.94236994;933.3500331;2.515282097;894322.2176;1.419356055;181.2026777;414;404.6666565;415;1.390299439;1.522786498;1.523763061;-0.370443913;-0.307960368;;;
422;1.470067452;21.62903803;941.5109617;5.041117681;1782495.196;0.57684733;286.3344385;421.3333435;411.3333435;417;1.326497436;1.4453125;1.450195313;-0.408865804;-0.364695293;;;
423;1.469692742;19.53877056;948.9935367;2.096067898;800184.5686;0.135898293;183.4511947;423.3333435;438.3333435;451;1.329752564;1.4453125;1.448893189;-0.452271056;-0.430063593;;;
424;1.496401872;16.58596663;916.9003011;7.727434701;1320596.944;1.328717393;210.1176185;414.3333435;428;438;1.347005248;1.470377564;1.474609375;-0.176104586;-0.180347411;;;
425;1.530607877;10.25548629;945.5428059;5.752495237;1285424.64;1.491168812;114.4307365;486.3333435;482.6666565;486;1.367838502;1.494791627;1.505533814;-0.111830172;-0.082792293;;;
426;1.457517516;12.50852745;945.4887792;5.78423138;1509528.194;0.647808932;248.6188186;477.6666565;470;479.3333435;1.311197877;1.429036498;1.436523438;-0.414914745;-0.384274257;;;
427;1.540336447;10.33015138;900.6009232;2.57671454;1765269.636;0.681578576;188.5716972;464.6666565;441.6666565;463.3333435;1.377604127;1.505208373;1.516276002;-0.213304184;-0.210123523;;;
428;1.504965693;18.20446283;945.7905444;2.939459821;1455462.528;1.615586569;151.0551258;442.3333435;454.6666565;462;1.357096314;1.479817748;1.482747436;-0.327926117;-0.262930883;;;
429;1.521704188;20.30835533;939.2597811;8.582267278;1784802.161;1.568729281;82.86063198;414;435.6666565;440.6666565;1.369466186;1.495117188;1.497721314;-0.100155277;0.010774419;;;
430;1.463604951;22.81962155;916.3652037;6.814894267;1822780.628;0.225541744;217.1982772;377.3333435;371.6666565;377;1.325520873;1.4375;1.443684936;-0.042904651;-0.008634346;;;
431;1.471339148;12.23012898;909.4358128;4.095862135;1093127.871;1.14618571;273.5479888;440.6666565;421.3333435;450.3333435;1.320963502;1.443359375;1.448893189;-0.339300504;-0.218089248;;;
432;1.466470485;21.31698698;906.5190111;8.758245985;1204866.521;1.760011451;130.6995882;377.3333435;370.3333435;377;1.323567748;1.444010377;1.4453125;-0.02311069;0.073011394;;;
433;1.463999016;16.21232586;918.9460495;7.800097403;728925.2215;0.860050129;169.177772;419.3333435;431;442;1.3203125;1.440429688;1.442708373;-0.084234683;-0.071680258;;;
434;1.541827622;21.58355673;947.8673772;6.751012275;1392189.102;0.518650812;111.69532;424.3333435;436.6666565;442;1.38671875;1.514322877;1.517903686;0.042491775;0.041103349;;;
435;1.472237196;17.38779957;930.9695802;8.408938219;772999.7458;1.86317148;155.0200158;426.3333435;438.3333435;448.3333435;1.333007813;1.450520873;1.449544311;-0.07194594;-0.050113505;;;
436;1.525363207;21.8821915;915.700083;5.726856659;567692.4312;0.323616606;208.4848594;386.3333435;377.3333435;385.3333435;1.370442748;1.496744752;1.501953125;-0.096079765;-0.093705469;;;
437;1.534768284;22.83701619;939.6308917;8.271096403;950675.7469;1.392648284;230.26367;411.3333435;404;413.3333435;1.37890625;1.5078125;1.510416627;-0.110209715;-0.109861654;;;
438;1.495231071;15.6850771;946.1386112;9.550886424;888250.574;1.628120281;124.5506555;467;470.3333435;476;1.345377564;1.469726563;1.471679688;-0.109625874;-0.040737964;;;
439;1.451680013;17.48550566;941.0952069;3.242264968;571365.1749;0.232964927;100.7905166;438.6666565;450.6666565;458;1.312174439;1.424479127;1.431315064;-0.13626583;-0.107516638;;;
440;1.476489612;17.61623028;908.7320294;2.066642164;1688037.007;1.749778261;230.9249649;410;407.3333435;413;1.332682252;1.452473998;1.456054688;-0.1660664;-0.154888456;;;
441;1.480160638;21.96884412;938.1655006;2.676661249;1379745.277;0.197273404;150.3952319;409;414.3333435;420.3333435;1.337565064;1.455078125;1.459309936;-0.230863763;-0.218954417;;;
