sim#;thickness;TransportTimeAfterHeating;EnforcedTemperatureOfEntireSheet;QuenchingTimeInTool;QuenchingForce;spacing;DefaultToolTemperature;HARDNESS P1;HARDNESS P2;HARDNESS P3;THICKNESS P1;THICKNESS P2;THICKNESS P3;RUECKFEDERUNG P4;RUECKFEDERUNG P5;;;| AutoForm-SIGMA: Scatter Data Dump (MIME: text/csv)
744;1.504862122;20.97426516;900.2527723;6.03790602;850520.3261;1.250307916;87.70859733;368.3333435;362.6666565;370;1.350911498;1.480143189;1.481445313;0.095656178;0.107909002;;;
745;1.453803748;21.20451236;943.279317;4.270547852;952871.537;1.623321836;258.6989328;429.6666565;416;423;1.317057252;1.431966186;1.43359375;-0.370177052;-0.281731369;;;
746;1.481048833;14.49150572;938.1537445;3.016127747;1243458.329;0.927436903;179.281566;466.6666565;465;474;1.334635377;1.455403686;1.458984375;-0.318315203;-0.288722266;;;
747;1.489400518;17.41198021;903.0618322;6.976297294;865843.7439;1.422435689;286.2943927;400;387.6666565;398.6666565;1.342447877;1.462239623;1.466145873;-0.338558002;-0.334155325;;;
748;1.54749435;14.50697587;925.829401;4.422693332;1094949.346;1.315848591;229.8272159;451;451.3333435;463;1.383789063;1.515950561;1.522135377;-0.383536669;-0.331144648;;;
749;1.524583083;15.64111993;926.7663906;5.209600358;1533587.261;0.525082579;148.8183147;446.6666565;454.6666565;460;1.369466186;1.495442748;1.501953125;-0.170530719;-0.132628299;;;
750;1.46815586;21.35602656;937.2169767;5.884592763;988916.7337;1.743226258;176.820966;416.3333435;413.3333435;422;1.327799439;1.445963502;1.447265625;-0.078895399;-0.067673661;;;
751;1.490739087;14.27429415;922.1576633;4.155948815;1053562.074;1.162011862;232.4611552;445;446;458;1.341471314;1.465169311;1.46875;-0.394000053;-0.308677683;;;
752;1.543592806;23.51388326;925.9845534;8.417710511;648437.0276;1.531011651;128.6958701;392;385.6666565;391.3333435;1.387695313;1.517903686;1.519856811;0.066245393;0.109370344;;;
753;1.530650615;13.41044398;903.0264104;2.837840142;1618611.627;1.029213063;253.4392729;426.3333435;427.3333435;444;1.374674439;1.501302123;1.5078125;-0.19232338;-0.076504213;;;
754;1.482810523;14.4394242;944.4168259;5.093834087;1394508.654;0.34957167;197.0792129;471.6666565;473.3333435;478;1.335611939;1.453776002;1.460286498;-0.297903016;-0.252627571;;;
755;1.460819462;21.8146825;945.0546291;9.111672221;523081.6269;1.388338574;119.6633107;415;421.3333435;429.3333435;1.318359375;1.439778686;1.440104127;0.060072338;0.109448303;;;
756;1.533761868;14.79997371;909.1222693;5.629005441;662249.4448;1.054188874;221.3656166;419;430;439.3333435;1.371419311;1.504231811;1.509440064;-0.329213035;-0.30927652;;;
757;1.502004867;23.31722144;945.6899653;5.381410783;1532094.754;1.311906195;182.5185327;428.3333435;414;420;1.355794311;1.475911498;1.480143189;-0.116013648;-0.066526096;;;
758;1.534292283;15.85152256;937.4718595;4.935371793;1241171.725;1.879522209;113.7692562;459.6666565;465.3333435;470;1.380859375;1.508789063;1.510742188;-0.082731284;-0.077273452;;;
759;1.519505805;20.395555;928.8765184;6.456264109;1218405.387;0.176085165;152.598629;422;416;423.3333435;1.37109375;1.490885377;1.496744752;0.00349273;0.03041634;;;
760;1.468014407;16.88542254;908.8589347;3.577265252;1867930.368;0.824124129;104.2491603;403;421.3333435;427;1.323242188;1.441080689;1.447265625;-0.147283748;-0.101430079;;;
761;1.462633911;10.57151558;920.7719997;8.082838062;650392.542;0.424698377;188.391081;473.6666565;457.3333435;470;1.315104127;1.432617188;1.440755248;-0.103519172;-0.073971168;;;
762;1.523376553;18.96246822;919.6013321;2.424145249;1923642.223;1.682123363;103.3019512;402;420.3333435;426;1.375325561;1.498697877;1.500325561;-0.250973698;-0.205599294;;;
763;1.469391635;11.39376437;941.4049526;3.72225269;1924784.862;1.182868318;243.4918043;479;468.6666565;480.3333435;1.3203125;1.440755248;1.448567748;-0.314771507;-0.155057218;;;
764;1.534178035;24.56481669;918.1488103;3.656727611;615656.6132;1.872402487;109.5448305;397;384;371;1.379882813;1.504882813;1.511067748;0.000781907;0.005592529;;;
765;1.506154664;19.38861794;919.1394687;9.945657185;1363049.576;0.842725749;167.4658306;416;410;418;1.356770873;1.48046875;1.484049439;-0.054545362;-0.015345686;;;
766;1.501660225;24.60954352;909.7866462;9.302014442;1601101.263;1.944791979;237.1512552;384.6666565;374.3333435;351;1.352864623;1.474609375;1.479492188;-0.032487612;0.01933105;;;
767;1.543502759;16.85618461;916.7313301;8.024156948;1856479.18;1.057549133;271.4006345;405;423.3333435;433;1.381184936;1.510742188;1.518229127;-0.357591643;-0.354313111;;;
768;1.543253673;14.23903276;929.6471885;8.252432861;1787251.638;0.280000869;229.6043531;458.3333435;461.6666565;467.3333435;1.384440064;1.505533814;1.518880248;-0.15656364;-0.144510844;;;
769;1.526909869;13.6873942;908.3319656;3.047706158;1767197.039;1.09278633;154.5807242;443.6666565;448;454.3333435;1.372721314;1.498697877;1.504231811;-0.317260602;-0.251434633;;;
770;1.509370841;23.54003446;925.8950275;2.260547305;1090741.475;1.466379425;294.9412897;400.6666565;352;370;1.358072877;1.484375;1.484700561;0.055840474;0.111677618;;;
771;1.541625525;17.56977714;920.4131682;6.379453256;1254776.406;0.884329305;135.8746051;415;432.6666565;439.3333435;1.385416627;1.514648438;1.519205689;-0.086825334;-0.062236541;;;
772;1.522004283;18.6036388;923.4851186;5.643103978;1697071.565;0.359740938;115.2527913;407.3333435;429.3333435;434;1.368489623;1.491536498;1.499348998;0.02003722;0.020340808;;;
773;1.529663446;13.12793359;945.9918407;8.216406781;703712.4794;1.757003709;174.0939352;481.6666565;474.6666565;482;1.37109375;1.499674439;1.504557252;-0.148308888;-0.116640327;;;
774;1.491860436;18.6689984;902.2333742;5.98390588;1891926.769;1.602646614;104.4596135;396;392.6666565;399;1.347330689;1.467447877;1.470052123;-0.068563326;-0.016939058;;;
775;1.475495712;23.7312631;906.0926069;7.262111631;813440.4058;1.838084781;202.5712539;371.3333435;349.3333435;351;1.330078125;1.451171875;1.453776002;0.011344054;0.032427211;;;
776;1.500022633;14.79379142;903.7566152;6.451458216;1193340.302;1.959812095;248.5620123;412.3333435;420.3333435;432.6666565;1.353841186;1.475585938;1.476888061;-0.343992195;-0.324248317;;;
777;1.501950633;16.52596288;927.8342912;7.961550257;922855.7744;1.679874273;183.2654341;432.6666565;442.3333435;452.3333435;1.352213502;1.477539063;1.478515625;-0.153047126;-0.152923629;;;
778;1.454782828;20.07638573;927.6632439;3.356869156;734643.9287;0.706030339;167.0996998;416.6666565;409.3333435;418;1.314453125;1.432617188;1.434244752;-0.233907715;-0.254492549;;;
779;1.467195123;19.05993317;930.4271209;6.251603908;1098304.817;0.416032928;198.939074;405;424;431.3333435;1.323893189;1.442057252;1.445638061;-0.154805681;-0.12665697;;;
780;1.520083189;19.81246477;938.9051881;6.991674162;1419131.934;1.068594768;130.4210527;416.6666565;436.6666565;443;1.369791627;1.493489623;1.497395873;-0.053829628;-0.031685841;;;
781;1.546296166;22.0264943;923.41552;5.696113945;1016962.646;0.965910075;254.5226345;397.3333435;382.6666565;393.3333435;1.391601563;1.519856811;1.523111939;-0.27795627;-0.248864423;;;
782;1.498270961;15.71673459;945.6757682;3.203400315;1773747.989;0.902550611;136.2293385;466.6666565;472.3333435;476;1.346354127;1.471354127;1.476236939;-0.296949206;-0.248054124;;;
783;1.474299719;23.22997458;923.6904231;3.516150923;1557100.337;1.024979878;130.134569;389.6666565;382.3333435;388;1.331054688;1.451497436;1.453450561;-0.075974389;-0.036923586;;;
784;1.460958275;16.89614468;930.5619175;4.768087815;1125788.948;0.77657648;89.48148392;434.3333435;446.6666565;453.3333435;1.318684936;1.434570313;1.438802123;-0.05848839;-0.023530013;;;
785;1.545898148;20.03509051;917.1000708;9.68714565;1080639.105;1.914313012;142.0817244;410.3333435;403.3333435;412;1.391276002;1.518229127;1.520833373;-0.067843628;-0.002914037;;;
786;1.50040283;14.67938493;915.199518;2.426071676;1835856.983;1.579823919;261.2629955;423.6666565;429.6666565;445.3333435;1.352864623;1.473632813;1.478190064;-0.038781299;0.154470486;;;
787;1.540126031;17.7140917;937.4502238;9.719922228;617058.4003;0.825928615;156.3464159;433;448;455.3333435;1.379557252;1.513997436;1.516927123;-0.011442203;-0.013604733;;;
788;1.490212531;14.03019086;902.4094683;8.982825048;956162.7894;1.578738929;255.3475779;416.3333435;421;434.3333435;1.341796875;1.46484375;1.468098998;-0.306698318;-0.296176626;;;
789;1.516660721;22.88874423;916.4495533;2.224072642;1468441.708;0.975939509;204.7944224;383;371.3333435;379.3333435;1.367838502;1.4921875;1.494791627;-0.281187386;-0.255055967;;;
790;1.46164381;14.11843749;906.9043949;3.335119859;1690766.63;0.582612973;208.8130078;427.6666565;436;444;1.315429688;1.43359375;1.439778686;-0.364759924;-0.301044748;;;
791;1.513996849;15.17530407;920.1779775;7.628952811;1799421.124;1.129976525;250.3169286;431.3333435;441.6666565;449;1.359049439;1.485351563;1.4921875;-0.326602541;-0.326677605;;;
792;1.503946367;15.04003596;915.4406593;9.695169172;1426503.977;0.481908251;218.0131944;430.6666565;440;448;1.351236939;1.47265625;1.480143189;-0.13708103;-0.144431064;;;
793;1.465600506;20.06138663;940.114294;4.351483075;689252.5395;0.770810967;143.6164308;411;427.3333435;436;1.323242188;1.443033814;1.444986939;-0.117075643;-0.130223841;;;
794;1.483901234;12.28440279;907.2300391;5.834882923;1300942.436;0.623682834;295.8092806;430.3333435;414.3333435;441.3333435;1.336263061;1.454427123;1.461588502;-0.483773293;-0.404510019;;;
795;1.493388737;23.11781749;942.4222303;2.331685803;1649577.493;0.850666225;231.8161038;429.3333435;412;409;1.344075561;1.468098998;1.471354127;-0.290800915;-0.251612127;;;
796;1.502510731;16.84093028;909.9640359;4.463900994;829781.7373;0.124741118;262.1451008;391.3333435;408.3333435;418.3333435;1.354166627;1.470703125;1.478841186;-0.423823545;-0.403147789;;;
797;1.469818183;15.32315094;940.3196159;8.133293904;1991547.508;0.479387825;220.1292106;456.6666565;464.3333435;469;1.321614623;1.439778686;1.447265625;-0.180572629;-0.171186866;;;
798;1.49872662;10.48080755;929.0447322;5.569074549;1641762.112;1.356921055;209.1411232;481;470.6666565;479;1.340494752;1.462890625;1.474609375;-0.321360233;-0.289813235;;;
799;1.456617961;17.37204864;932.3482623;2.784024151;1529053.961;0.605035063;262.8957072;416;432;441;1.312174439;1.430338502;1.434895873;-0.259809064;-0.199268404;;;
800;1.473747991;22.74630739;920.6505276;5.061455247;1004566.369;0.669952064;231.0556126;383.6666565;372;382.3333435;1.331380248;1.450195313;1.452799439;-0.202734125;-0.157447183;;;
801;1.520906097;15.36943597;920.3462659;2.701747362;1617466.066;0.552143323;144.6370059;439.6666565;448;455;1.366861939;1.492513061;1.498046875;-0.309830252;-0.317884653;;;
802;1.537677453;13.94350037;900.0386795;6.427725095;691888.1667;0.145722048;290.7852896;400.3333435;406;420.6666565;1.383138061;1.502929688;1.514973998;-0.415739552;-0.438473103;;;
803;1.5063759;18.70780175;922.3599268;4.517770381;1585053.317;0.629920813;85.28513042;404.6666565;424.6666565;431;1.356445313;1.480143189;1.484049439;-0.018428098;-0.015832458;;;
804;1.523912139;19.66251875;925.2227113;6.758870549;1788514.464;1.158263989;111.310535;419;421.6666565;427;1.371744752;1.498697877;1.501627564;-0.060100145;-0.023770897;;;
805;1.538693627;12.49657611;927.7178757;8.861516473;1208026.459;1.33877898;195.8487584;473;465;477;1.380859375;1.509440064;1.514648438;-0.194726836;-0.19455615;;;
806;1.532839044;23.1946852;940.8628713;6.263504871;1124140.842;0.612977086;253.0311905;421.6666565;403;410.3333435;1.378580689;1.506184936;1.510416627;-0.255073439;-0.232541813;;;
807;1.453622568;12.15603545;942.5658868;8.693888183;1483995.362;1.486195657;147.7332722;484;482.6666565;485;1.311848998;1.42578125;1.431640625;-0.163765948;-0.093324193;;;
808;1.45856725;17.9783523;921.9424927;6.895043857;1661876.782;0.728886714;273.3376964;395.6666565;415.3333435;423;1.313151002;1.431315064;1.436523438;-0.358799498;-0.323247876;;;
809;1.484402589;13.95984491;936.3559375;7.085301468;918268.4908;1.952800206;246.214442;460.6666565;456;470;1.331380248;1.457682252;1.462239623;-0.331094712;-0.301092468;;;
810;1.451964815;16.44744258;921.7917045;8.882011579;1545608.585;1.388226739;155.9368192;423.6666565;438.3333435;445;1.310546875;1.426106811;1.431966186;-0.116449543;-0.060418697;;;
811;1.452502586;11.67969435;912.0394756;6.381984134;904302.8119;1.994298559;245.6897392;453;436.3333435;461;1.305013061;1.428059936;1.431966186;-0.352241744;-0.316840721;;;
812;1.467419793;24.80498118;919.8022727;5.938892655;1803724.411;1.688871498;98.52196479;385.3333435;377.3333435;370.6666565;1.326497436;1.441731811;1.447265625;0.027281196;0.110567755;;;
813;1.487004799;10.1502401;948.5236171;5.400437106;1785950.292;1.664744527;93.67304415;483.3333435;484.3333435;486;1.332682252;1.454427123;1.463867188;-0.113303638;-0.055014077;;;
814;1.531324042;11.04456617;926.6327461;4.126190738;1595225.453;0.649690981;255.8821221;466;452.3333435;467.3333435;1.372070313;1.496419311;1.506510377;-0.346251961;-0.272531295;;;
815;1.548999512;18.62036966;932.7492932;5.35222612;536049.9322;1.131624794;228.944802;408.6666565;429;438;1.388020873;1.521484375;1.524739623;-0.304778152;-0.289257645;;;
816;1.514797457;17.54764523;940.813858;9.340456045;1620136.086;1.506286532;157.7771594;443;455.3333435;461;1.366536498;1.489257813;1.491861939;-0.127540346;-0.070002009;;;
817;1.49405832;23.43344671;937.8338423;5.578928304;570666.9293;0.798050416;299.3397104;397.3333435;373.6666565;387;1.34375;1.468098998;1.470377564;-0.374954324;-0.348064789;;;
818;1.521290782;16.3774571;904.6413623;6.396885226;1975976.625;1.647557785;165.8078762;404;421.3333435;427;1.371419311;1.494466186;1.497721314;-0.164553228;-0.134288201;;;
819;1.488612162;13.14520828;925.0860029;4.595841751;940869.7796;1.733483058;213.0350175;461.3333435;457;468;1.340169311;1.462890625;1.465169311;-0.332628216;-0.320138697;;;
820;1.506017767;13.73987507;916.8047162;6.047100539;1038595.054;0.937723288;275.3328975;436;426;450;1.349609375;1.474934936;1.481770873;-0.44253362;-0.416567668;;;
821;1.486808513;20.54514986;900.3482057;8.603119659;764378.2179;1.146565619;221.2052767;365;356.3333435;367;1.339192748;1.461588502;1.46484375;-0.044427933;-0.016859753;;;
822;1.493065184;13.90726567;906.051714;7.680863016;1359946.283;1.358947977;210.8698014;431.3333435;436.6666565;445.3333435;1.342447877;1.467122436;1.471354127;-0.223455724;-0.207714909;;;
823;1.495612788;23.63364091;921.2073844;3.95142067;1708453.692;0.871779238;197.2452598;380.3333435;374.3333435;379.3333435;1.348632813;1.471354127;1.474283814;-0.166601694;-0.140702621;;;
824;1.484301176;21.65479544;919.1755327;7.68906698;715264.0607;1.582601766;153.7310887;394;386;394;1.340494752;1.460611939;1.462565064;0.019773946;0.053882605;;;
825;1.45260457;16.48585676;914.9688209;2.924108268;1369897.386;1.065042611;293.1664779;395.3333435;411.3333435;421;1.309570313;1.428059936;1.432617188;-0.033796562;0.071644865;;;
826;1.547398103;12.19375772;901.5858932;2.966069889;1607318.75;1.762418436;154.6134393;451.6666565;447.6666565;458.3333435;1.386393189;1.513997436;1.523111939;-0.298473178;-0.263970023;;;
827;1.506911121;15.09344511;907.1413105;5.279546959;900474.5205;1.620992748;187.1929255;419.3333435;428;439.3333435;1.352213502;1.480143189;1.482747436;-0.25108256;-0.251148754;;;
828;1.458944656;11.97352056;949.0985978;2.776546796;960443.2483;1.676778334;197.8311232;484;465;485;1.312825561;1.434244752;1.437174439;-0.253621085;-0.131475185;;;
829;1.498361092;15.9868686;928.738059;2.612219627;1064100.731;1.27576189;102.2837428;445;450.6666565;460;1.348307252;1.473632813;1.474934936;-0.2751615;-0.266332312;;;
830;1.482623715;22.93574269;931.6976569;6.699755314;1863293.316;1.045102375;226.7400705;399;392.3333435;398.3333435;1.337890625;1.457682252;1.461914063;-0.115606601;-0.096870888;;;
831;1.454388929;19.44038247;926.5014289;5.76783298;1569647.959;0.780337321;276.8784474;415;408.6666565;417;1.313802123;1.4296875;1.433919311;-0.385018472;-0.326103644;;;
832;1.50399127;10.07509465;944.0850077;3.308834669;686509.4269;0.932617665;193.1781819;480.3333435;459.3333435;480.3333435;1.346028686;1.47265625;1.480794311;-0.31032645;-0.222232757;;;
833;1.500240682;13.19180578;909.041612;8.570823856;1435049.876;0.209805905;125.3383587;449.3333435;452.6666565;458;1.350585938;1.467122436;1.477213502;-0.038661767;-0.032824363;;;
834;1.496303847;15.73989465;902.5044831;8.557072963;1456927.306;0.259821048;230.2720298;400.3333435;414.6666565;424;1.348307252;1.465494752;1.473307252;-0.118166519;-0.103778615;;;
835;1.499177482;23.48050978;931.7483597;7.856576328;1804736.312;0.950270439;93.21781433;400;394.6666565;400;1.349283814;1.473307252;1.477539063;-0.022804509;0.101367137;;;
836;1.486908954;22.34773492;913.0478048;3.932857786;1795318.957;1.767651952;201.8748609;378.6666565;372.3333435;378;1.339518189;1.461588502;1.465169311;-0.167325266;-0.125003161;;;
837;1.539968853;17.95932737;935.9001405;2.961791589;1986926.825;0.760591986;121.3123194;434.6666565;451.6666565;456;1.382161498;1.512369752;1.517252564;-0.227698267;-0.19807784;;;
838;1.451125216;24.06883131;908.6182816;2.526052935;693591.1485;0.421756766;118.1277413;388.3333435;356.6666565;355.3333435;1.308268189;1.427734375;1.430013061;-0.141876318;-0.118501622;;;
839;1.528812048;11.44812539;937.2875377;3.727595107;1233434.907;0.222757687;249.6210356;473;455.3333435;474.3333435;1.369466186;1.491861939;1.504231811;-0.425969732;-0.444953091;;;
840;1.49904554;19.96933839;913.317708;9.161377923;880000.0833;1.189799566;140.7531959;402;394.6666565;404;1.3515625;1.474609375;1.476236939;-0.023228039;0.058579444;;;
841;1.459864724;10.05956648;926.4401851;6.240712462;1276944.663;0.43236009;209.3367962;479.6666565;467.3333435;478;1.312825561;1.428059936;1.438151002;-0.267745217;-0.228672974;;;
842;1.532616112;15.06787299;904.3859921;3.823630432;1607487.19;1.521286012;146.1362065;421;433.6666565;440;1.373046875;1.504231811;1.508138061;-0.261847527;-0.215243035;;;
843;1.490484207;15.56943244;909.5141616;7.568705643;656034.1377;1.8618797;202.0856786;411;422;434;1.343098998;1.466145873;1.467447877;-0.156708714;-0.169425097;;;
844;1.486602378;19.1526531;936.8076462;4.998381952;874565.1827;0.837421961;275.8454567;403;422;434;1.338867188;1.461914063;1.465169311;-0.409724473;-0.360300001;;;
845;1.542013533;24.79177112;919.271505;3.060547995;1187546.198;1.308070925;164.7816096;395;369;371;1.387695313;1.515950561;1.518880248;-0.152152764;-0.155506032;;;
846;1.460894676;11.72891481;939.9061026;2.623514912;972454.2843;0.791689189;235.9720703;475;447;478;1.310872436;1.432617188;1.438802123;-0.130469486;0.000634712;;;
847;1.450193837;24.75973405;944.5454953;2.888049038;644310.3713;1.66110245;106.5936362;404.3333435;438;437.6666565;1.312825561;1.429361939;1.430013061;-0.135286819;-0.140361161;;;
848;1.454303658;18.5310978;949.9057328;9.587556851;1817532.121;1.062333825;143.4475244;441.3333435;457.3333435;462;1.313476563;1.431640625;1.434895873;-0.09537486;-0.010942709;;;
849;1.477103667;24.87105796;914.8890144;2.833503046;1168719.614;1.032450705;218.3647151;407.6666565;393;362.3333435;1.333984375;1.452799439;1.455729127;-0.274063162;-0.209373521;;;
850;1.463752526;21.16306937;933.4001411;2.845731009;814599.0208;1.192631397;184.3687161;416;410;416.3333435;1.321614623;1.441731811;1.442708373;-0.330385105;-0.270025783;;;
851;1.454639693;21.55301208;916.549982;7.449472821;1815429.489;1.599695291;189.3508506;390.6666565;384;390;1.31640625;1.431966186;1.434570313;-0.054867649;-0.029519462;;;
852;1.457407488;15.89735409;923.5608964;5.069107282;1491700.061;0.694621216;153.7007294;433;445;451.3333435;1.315104127;1.432617188;1.437174439;-0.198060306;-0.158115103;;;
853;1.499835161;15.16019921;908.9062303;3.894170851;1414939.463;0.917421148;299.5597455;402.6666565;416.6666565;427.3333435;1.345703125;1.469726563;1.4765625;-0.19127269;-0.122090376;;;
854;1.510250043;21.12706997;902.0035079;7.336002526;1185333.028;1.667312325;88.38180439;371.6666565;366.6666565;373;1.360026002;1.486002564;1.487630248;0.018135823;0.09208063;;;
855;1.477386902;10.10503355;939.8566481;6.478112591;885337.9726;1.93331635;205.1908815;469;471.6666565;482;1.325520873;1.447265625;1.454752564;-0.260472618;-0.261135357;;;
856;1.535472308;20.75686306;924.8881788;4.639987472;1432924.06;1.508912942;94.33204033;416;411.3333435;418;1.379882813;1.509114623;1.510416627;-0.065399496;-0.0471099;;;
857;1.484101838;22.80237474;948.1480323;2.086565881;1142340.369;0.489370447;249.1872413;430.6666565;422;420;1.341145873;1.460611939;1.462565064;-0.199638722;-0.221671502;;;
858;1.510689413;13.35751142;930.6433055;4.632434266;787933.6325;0.12718445;227.5139875;462;450.6666565;467.3333435;1.356445313;1.475585938;1.487304688;-0.333090655;-0.331785715;;;
859;1.502724929;14.93233512;906.4114831;3.559944609;1437330.861;0.374732423;156.5194502;423.3333435;434;442;1.353190064;1.474934936;1.480143189;-0.292843463;-0.27154478;;;
860;1.484600733;13.89111339;925.5969619;2.144258721;1235371.942;0.620325335;272.2327796;433.3333435;422.3333435;452.3333435;1.336588502;1.456380248;1.461263061;0.23695121;0.557486132;;;
861;1.537655434;24.30984935;912.1407673;2.47321621;949055.0916;1.606264669;223.4335338;382;351;356.6666565;1.381184936;1.512044311;1.513671875;-0.282740321;-0.225359913;;;
862;1.476124619;21.55873616;948.5486143;5.192931196;979377.8681;0.516044537;196.119633;427.6666565;426.3333435;436;1.329752564;1.452473998;1.454752564;-0.197416815;-0.166397303;;;
863;1.492158844;21.83342346;922.804687;7.97068487;711683.0263;0.915281148;112.9079421;400;391.6666565;399.3333435;1.344726563;1.469075561;1.470377564;0.114949916;0.15718993;;;
864;1.526703594;15.92569866;912.2927101;8.362761402;976939.0986;0.31915292;163.3833295;419.3333435;432.3333435;441;1.373046875;1.495442748;1.502604127;-0.013740661;-0.011441202;;;
865;1.504262612;21.45834419;905.4191542;4.59992013;1238966.414;1.483396029;115.5467083;375.3333435;369.3333435;376;1.358398438;1.479166627;1.482096314;0.002198918;0.043438887;;;
866;1.454507933;12.853571;909.3280517;4.212380736;996497.6749;0.361133618;126.4264347;449.6666565;450.6666565;458;1.309244752;1.426757813;1.432942748;-0.201788309;-0.166014003;;;
867;1.530464315;12.52756412;935.4748448;8.82887392;1236415.346;1.752275743;267.2974486;465.3333435;449.6666565;468.6666565;1.3671875;1.497395873;1.505533814;-0.354415264;-0.385889581;;;
868;1.50787384;15.24253331;918.6183659;5.133002232;1678532.879;1.586221041;128.958589;440.3333435;449;454;1.360026002;1.482421875;1.484700561;-0.132108364;-0.106138166;;;
869;1.48179604;13.5834485;911.4637498;9.030337513;1811533.982;0.742029564;223.8720101;439.6666565;445.6666565;452;1.334635377;1.453776002;1.460611939;-0.207265111;-0.182260328;;;
870;1.469571214;20.91063474;918.3060803;3.032792973;1035536.542;1.883852086;159.8748436;401.6666565;391.6666565;400;1.327473998;1.446940064;1.448242188;-0.236958414;-0.216795908;;;
871;1.52741684;15.77030872;911.0543434;4.298847529;1420097.23;1.679592418;265.388731;409.3333435;421.3333435;432;1.373046875;1.5;1.504231811;-0.38966749;-0.256423979;;;
872;1.460538312;18.18517624;937.6629538;5.966995303;528574.2982;1.336111775;256.160087;412;429.6666565;439.3333435;1.313476563;1.435872436;1.438802123;-0.333697876;-0.337502788;;;
873;1.470710968;20.36515957;922.5760926;7.584498643;1710486.858;1.881274138;288.7471322;405;397.3333435;399.6666565;1.326497436;1.4453125;1.449869752;-0.303364123;-0.282528092;;;
874;1.519376433;19.17367682;908.1223861;7.368075717;1812134.212;0.134284563;152.2449892;402;398;405;1.367513061;1.48828125;1.495768189;-0.01826344;-0.000627567;;;
875;1.546193172;23.69164292;930.1440037;6.635613287;1078350.212;0.139915947;291.418979;392;372.6666565;382.3333435;1.392578125;1.514322877;1.522135377;-0.267389209;-0.245380224;;;
876;1.519048218;10.01979603;942.7978021;3.685891144;1453942.97;1.567286672;108.7797944;481;482.6666565;486;1.359375;1.484375;1.494140625;-0.231105344;-0.145802184;;;
877;1.528704685;14.41943421;922.2164784;4.721271407;1667814.013;0.401861988;299.117748;431;426.3333435;447.3333435;1.373046875;1.4921875;1.504557252;-0.46934256;-0.42197626;;;
878;1.47969412;23.06803908;935.6404112;5.12876556;1297600.38;0.557408831;133.0931301;407;400.3333435;407;1.336914063;1.456054688;1.458007813;-0.03456842;0.004127602;;;
879;1.486407942;20.57516996;924.1626638;6.683974241;597653.7802;0.756558255;108.1868679;411;404.6666565;412.3333435;1.338867188;1.461914063;1.464192748;0.129804884;0.130908533;;;
880;1.522244981;10.85690937;905.7083063;6.341050985;1224929.025;1.045486425;95.40778363;469;453.6666565;470;1.365559936;1.489257813;1.498697877;-0.103840584;-0.051782772;;;
881;1.527230015;14.87477628;941.630966;2.877785543;1252370.578;0.538857423;230.7006323;464;457;473;1.371744752;1.494791627;1.502278686;-0.313198189;-0.285456564;;;
882;1.520785946;16.19518788;931.2867839;8.105531117;1563661.992;0.417470714;174.8332384;443.6666565;453.6666565;460;1.366210938;1.490559936;1.497721314;-0.074471705;-0.052654742;;;
883;1.546492293;12.38058331;901.4122077;2.512518668;1911239.847;1.957712734;258.1134913;431.3333435;422.6666565;446.3333435;1.383789063;1.514648438;1.521484375;0.077897293;0.319762405;;;
884;1.501458703;15.93616148;925.8110308;7.696634846;1971370.51;0.844815984;209.9404922;436.3333435;447.6666565;453;1.350585938;1.473958373;1.479817748;-0.204910617;-0.183299257;;;
885;1.543876893;23.79243088;937.8017043;2.296277751;774237.2502;1.696269563;140.4952768;405.3333435;392;405.3333435;1.390950561;1.518554688;1.520833373;-0.283868853;-0.274844002;;;
886;1.532077534;21.98688077;942.8813222;7.263969856;1426902.572;0.585987418;176.8776139;427.3333435;422.6666565;429;1.376302123;1.505533814;1.509440064;-0.060879452;-0.059371834;;;
887;1.518938846;15.478305;930.4968718;5.771769331;633889.3426;0.753625846;189.977673;444.6666565;451.6666565;460;1.361979127;1.4921875;1.49609375;-0.228189342;-0.218465855;;;
888;1.481996444;23.39098378;948.6626193;2.004200594;1112204.901;1.019520575;103.5438726;436;420.3333435;425;1.339192748;1.458007813;1.459960938;-0.310349182;-0.290471994;;;
889;1.471662997;13.13340254;931.4053112;5.328247615;1310356.03;1.454704861;292.5886194;451.3333435;435.6666565;459;1.3203125;1.443033814;1.449869752;-0.431712955;-0.258707178;;;
890;1.502199054;12.35632019;901.3534451;2.745223453;640564.0588;1.547867392;269.4184937;410;402.6666565;429;1.344401002;1.474609375;1.477864623;0.079203629;0.40847347;;;
891;1.450701544;17.24034212;922.2716585;8.016414668;1604232.499;1.859997009;250.0795813;407;423.6666565;432.3333435;1.309895873;1.427083373;1.430664063;-0.256354661;-0.237456698;;;
892;1.481131698;23.56008694;903.1507962;2.112229206;1622354.2;0.487017363;161.1695007;350;342.3333435;349;1.336263061;1.455729127;1.459960938;-0.215324379;-0.229841645;;;
893;1.508258132;15.13024509;935.7540018;9.627566653;1023517.205;0.669549068;177.9336359;459.6666565;462.6666565;469.3333435;1.356770873;1.481445313;1.485026002;-0.068086268;-0.05546428;;;
894;1.457910625;10.67671002;911.799797;3.644233573;1960389.748;1.259302187;112.4430792;472;465;473;1.310546875;1.428710938;1.436523438;-0.246036557;-0.14132682;;;
